parent,term,tree
,South Africa,provinces
South Africa,Eastern Cape,provinces
South Africa,Free State,provinces
South Africa,Gauteng,provinces
South Africa,KwaZulu-Natal,provinces
South Africa,Limpopo,provinces
South Africa,Mpumalanga,provinces
South Africa,North West,provinces
South Africa,Northern Cape,provinces
South Africa,Western Cape,provinces
