parent,term,tree
,Energy source,renewableTypes
Energy source,Bio/Waste Gas,renewableTypes
Energy source,Geothermal,renewableTypes
Energy source,Hydro,renewableTypes
Energy source,Solar,renewableTypes
Energy source,Tidal,renewableTypes
Energy source,Wind,renewableTypes
